filename,error_message
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10966118_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10918927_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10979981_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10911406_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10968423_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10935852_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10933360_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10906932_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10917604_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/anomalies/sub-M10930807_ses-MOBI1A_task-cst_run-002.nwb,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10998101/ses-MOBI1A/sub-M10998101_ses-MOBI1A_task-cst_run-002_MoBI.nwb,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10998101/ses-MOBI1A/sub-M10998101_ses-MOBI1A_task-cst_run-002_MoBI.nwb

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10998101' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10998101/ses-MOBI1A/sub-M10998101_ses-MOBI1A_task-cst_run-002_MoBI.json,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10998101/ses-MOBI1A/sub-M10998101_ses-MOBI1A_task-cst_run-002_MoBI.json

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10998101' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10997556/ses-MOBI1A/sub-M10997556_ses-MOBI1A_task-cst_run-002_MoBI.nwb,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10997556/ses-MOBI1A/sub-M10997556_ses-MOBI1A_task-cst_run-002_MoBI.nwb

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10997556' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10997556/ses-MOBI1A/sub-M10997556_ses-MOBI1A_task-cst_run-002_MoBI.json,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10997556/ses-MOBI1A/sub-M10997556_ses-MOBI1A_task-cst_run-002_MoBI.json

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10997556' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10982324/ses-MOBI1A/sub-M10982324_ses-MOBI1A_task-cst_run-002_MoBI.nwb,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10982324/ses-MOBI1A/sub-M10982324_ses-MOBI1A_task-cst_run-002_MoBI.nwb

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10982324' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10982324/ses-MOBI1A/sub-M10982324_ses-MOBI1A_task-cst_run-002_MoBI.json,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10982324/ses-MOBI1A/sub-M10982324_ses-MOBI1A_task-cst_run-002_MoBI.json

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10982324' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10979065/ses-MOBI1A/sub-M10979065_ses-MOBI1A_task-cst_run-002_MoBI.nwb,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10979065/ses-MOBI1A/sub-M10979065_ses-MOBI1A_task-cst_run-002_MoBI.nwb

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10979065' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10979065/ses-MOBI1A/sub-M10979065_ses-MOBI1A_task-cst_run-002_MoBI.json,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10979065/ses-MOBI1A/sub-M10979065_ses-MOBI1A_task-cst_run-002_MoBI.json

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10979065' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10977426/ses-MOBI1A/sub-M10977426_ses-MOBI1A_task-cst_run-002_MoBI.nwb,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10977426/ses-MOBI1A/sub-M10977426_ses-MOBI1A_task-cst_run-002_MoBI.nwb

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10977426' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10977426/ses-MOBI1A/sub-M10977426_ses-MOBI1A_task-cst_run-002_MoBI.json,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/NWB/NWB_BIDS_A/sub-M10977426/ses-MOBI1A/sub-M10977426_ses-MOBI1A_task-cst_run-002_MoBI.json

1. Invalid datatype: 'ses-MOBI1A' should be a lowercase alphanumeric string.
2. Invalid path component: 'NWB_BIDS_A' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Session mismatch: path has 'ses-M10977426' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10940218/ses-MOBI1/raw/sub-M10940218_ses-MOBI_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10940218/ses-MOBI1/raw/sub-M10940218_ses-MOBI_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI'"
/data2/Projects/NKI_RS2/MoBI/sub-M10940218/ses-MOBI1/raw/sub-M10940218_ses-MOBI_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10940218/ses-MOBI1/raw/sub-M10940218_ses-MOBI_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI'"
/data2/Projects/NKI_RS2/MoBI/sub-M10957570/ses-MOBI1/lsl/sub-M10957570_ses-MOBI1_task-cst_run-01_lsl_old1_physio.pqt,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10957570/ses-MOBI1/lsl/sub-M10957570_ses-MOBI1_task-cst_run-01_lsl_old1_physio.pqt

1. Invalid format in 'lsl': should be '<key>-<value>'
2. Invalid format in 'old1': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/sub-M10957570/ses-MOBI1/lsl/sub-M10957570_ses-MOBI1_task-cst_run-01_lsl_old1.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10957570/ses-MOBI1/lsl/sub-M10957570_ses-MOBI1_task-cst_run-01_lsl_old1.xdf.gz

1. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/lsl/sub-M10930716_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/lsl/sub-M10930716_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/raw/sub-M10930716_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/raw/sub-M10930716_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/raw/sub-M10930716_ses-MOBI1A_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10930716/ses-MOBI1/raw/sub-M10930716_ses-MOBI1A_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/lsl/sub-M10944373_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/lsl/sub-M10944373_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/raw/sub-M10944373_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/raw/sub-M10944373_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/raw/sub-M10944373_ses-MOBI1A_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10944373/ses-MOBI1/raw/sub-M10944373_ses-MOBI1A_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10997698/ses-MOBI1A/raw/sub-M10997698A_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10997698/ses-MOBI1A/raw/sub-M10997698A_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Subject mismatch: path has 'sub-M10997698' but filename has 'sub-M10997698A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/lsl/sub-M10987889_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/lsl/sub-M10987889_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/raw/sub-M10987889_ses-MOBI1A_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/raw/sub-M10987889_ses-MOBI1A_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/raw/sub-M10987889_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10987889/ses-MOBI1/raw/sub-M10987889_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/lsl/sub-M10947251_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/lsl/sub-M10947251_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/raw/sub-M10947251_ses-MOBI1A_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/raw/sub-M10947251_ses-MOBI1A_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/raw/sub-M10947251_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10947251/ses-MOBI1/raw/sub-M10947251_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/lsl/sub-M10983486_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/lsl/sub-M10983486_ses-MOBI1A_task-cst_run-01_lsl.xdf.gz

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/raw/sub-M10983486_ses-MOBI1A_task-cst_run-01_video.avi,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/raw/sub-M10983486_ses-MOBI1A_task-cst_run-01_video.avi

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/raw/sub-M10983486_ses-MOBI1A_task-cst_run-01_eyetracking.edf,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10983486/ses-MOBI1/raw/sub-M10983486_ses-MOBI1A_task-cst_run-01_eyetracking.edf

1. Session mismatch: path has 'ses-MOBI1' but filename has 'ses-MOBI1A'"
/data2/Projects/NKI_RS2/MoBI/sub-M10934236/ses-MOBI1A/lsl/sub-M10934236_ses-MOBI1A_task-cst_run-01_lsl_old1_physio.pqt,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10934236/ses-MOBI1A/lsl/sub-M10934236_ses-MOBI1A_task-cst_run-01_lsl_old1_physio.pqt

1. Invalid format in 'lsl': should be '<key>-<value>'
2. Invalid format in 'old1': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/sub-M10934236/ses-MOBI1A/lsl/sub-M10934236_ses-MOBI1A_task-cst_run-01_lsl_old1.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10934236/ses-MOBI1A/lsl/sub-M10934236_ses-MOBI1A_task-cst_run-01_lsl_old1.xdf.gz

1. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/sub-M10913260/ses-MOBI1A/lsl/sub-M10913260_ses-MOBI1A_task-cst_run-01_lsl_old1_physio.pqt,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10913260/ses-MOBI1A/lsl/sub-M10913260_ses-MOBI1A_task-cst_run-01_lsl_old1_physio.pqt

1. Invalid format in 'lsl': should be '<key>-<value>'
2. Invalid format in 'old1': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/sub-M10913260/ses-MOBI1A/lsl/sub-M10913260_ses-MOBI1A_task-cst_run-01_lsl_old1.xdf.gz,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/sub-M10913260/ses-MOBI1A/lsl/sub-M10913260_ses-MOBI1A_task-cst_run-01_lsl_old1.xdf.gz

1. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/eeg_preprocessing_cst/sub-01_ses-01_task-checker_run-01_desc-CustomEnvelopes_eeg.pkl,"Path does not contain valid BIDS elements (e.g., 'sub-*').Should be in the form of'root/sub-<label>/ses-<label>/<datatype>'"
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI2_task-nasa_run-001_lsl_events.csv,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI2_task-nasa_run-001_lsl_events.csv

1. Invalid datatype: 'sub-M10942248' should be a lowercase alphanumeric string.
2. Invalid path component: 'Extract_Mobi_Data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Invalid path component: 'cst_nasa_data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
4. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI2_task-nasa_run-001_lsl_physio.pqt,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI2_task-nasa_run-001_lsl_physio.pqt

1. Invalid datatype: 'sub-M10942248' should be a lowercase alphanumeric string.
2. Invalid path component: 'Extract_Mobi_Data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Invalid path component: 'cst_nasa_data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
4. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI1_task-cst_run-001_lsl_events.csv,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI1_task-cst_run-001_lsl_events.csv

1. Invalid datatype: 'sub-M10942248' should be a lowercase alphanumeric string.
2. Invalid path component: 'Extract_Mobi_Data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Invalid path component: 'cst_nasa_data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
4. Invalid format in 'lsl': should be '<key>-<value>'"
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI1_task-cst_run-001_lsl_physio.pqt,"Non-standardized BIDS name
/data2/Projects/NKI_RS2/MoBI/Extract_Mobi_Data/cst_nasa_data/sub-M10942248/sub-M10942248_ses-MOBI1_task-cst_run-001_lsl_physio.pqt

1. Invalid datatype: 'sub-M10942248' should be a lowercase alphanumeric string.
2. Invalid path component: 'Extract_Mobi_Data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
3. Invalid path component: 'cst_nasa_data' should match the pattern '<key>-<value>' with key being 'sub' or 'ses'.
4. Invalid format in 'lsl': should be '<key>-<value>'"
